GEN_DB,SP_DB,COUNTRY,LAT,LONG,Make SDM,Philippine map
Telosticta,ulubaram,Malaysia,4.0887,115.4794,Yes,
Telosticta,ulubaram,Malaysia,5.16822,115.92173,Yes,
Tetracanthagyna,brunnea,Malaysia,3.114,101.814,Yes,
Tetracanthagyna,degorsi,Brunei,4.7,115.0667,Yes,
Tetracanthagyna,degorsi,Brunei,4.75,115.1833,Yes,
Tetracanthagyna,degorsi,Indonesia,-6.96528,107.32639,Yes,
Tetracanthagyna,degorsi,Indonesia,-1.14,116.837,Yes,
Tetracanthagyna,degorsi,Indonesia,1.121,97.618,Yes,
Tetracanthagyna,degorsi,Malaysia,1.11905,110.22793,Yes,
Tetracanthagyna,degorsi,Malaysia,1.4338,111.9997,Yes,
Tetracanthagyna,degorsi,Malaysia,1.60888,110.16077,Yes,
Tetracanthagyna,degorsi,Malaysia,1.612533,110.19663,Yes,
Tetracanthagyna,degorsi,Malaysia,1.6294,112.2199,Yes,
Tetracanthagyna,degorsi,Malaysia,1.6435,112.2669,Yes,
Tetracanthagyna,degorsi,Malaysia,1.6493,112.2627,Yes,
Tetracanthagyna,degorsi,Malaysia,1.6547,112.2285,Yes,
Tetracanthagyna,degorsi,Malaysia,1.94,112.828,Yes,
Tetracanthagyna,degorsi,Malaysia,2.052,114.568,Yes,
Tetracanthagyna,degorsi,Malaysia,2.12558,113.70697,Yes,
Tetracanthagyna,degorsi,Malaysia,2.9,115.05,Yes,
Tetracanthagyna,degorsi,Malaysia,3.243,114.269,Yes,
Tetracanthagyna,degorsi,Malaysia,3.256,114.295,Yes,
Tetracanthagyna,degorsi,Malaysia,3.73519,115.50679,Yes,
Tetracanthagyna,degorsi,Malaysia,3.746,115.4334,Yes,
Tetracanthagyna,degorsi,Malaysia,3.8003,115.4642,Yes,
Tetracanthagyna,degorsi,Malaysia,6.00731,116.54257,Yes,
Tetracanthagyna,degorsi,Malaysia,6.04802,116.70346,Yes,
Tetracanthagyna,plagiata,Brunei,4.75,114.7333,Yes,
Tetracanthagyna,plagiata,Indonesia,-3.78514,103.54279,Yes,
Tetracanthagyna,plagiata,Indonesia,-2.83333,107.91667,Yes,
Tetracanthagyna,plagiata,Indonesia,-2.5315,112.9496,Yes,
Tetracanthagyna,plagiata,Indonesia,-2.26564,106.01309,Yes,
Tetracanthagyna,plagiata,Indonesia,-1.138,116.834,Yes,
Tetracanthagyna,plagiata,Indonesia,-1.135,116.832,Yes,
Tetracanthagyna,plagiata,Indonesia,-1.103,116.828,Yes,
Tetracanthagyna,plagiata,Indonesia,-1.1,116.8167,Yes,
Tetracanthagyna,plagiata,Indonesia,-1.0833,116.8,Yes,
Tetracanthagyna,plagiata,Indonesia,0.0667,111.5,Yes,
Tetracanthagyna,plagiata,Indonesia,3.3894,98.2882,Yes,
Tetracanthagyna,plagiata,Indonesia,3.55,98.85,Yes,
Tetracanthagyna,plagiata,Indonesia,3.6001,98.4854,Yes,
Tetracanthagyna,plagiata,Malaysia,1.52904,110.36134,Yes,
Tetracanthagyna,plagiata,Malaysia,1.61882,111.05844,Yes,
Tetracanthagyna,plagiata,Malaysia,1.921125,103.90202,Yes,
Tetracanthagyna,plagiata,Malaysia,2.438915,103.272858,Yes,
Tetracanthagyna,plagiata,Malaysia,2.45347,103.237688,Yes,
Tetracanthagyna,plagiata,Malaysia,2.655,113.622,Yes,
Tetracanthagyna,plagiata,Malaysia,2.7467,113.1647,Yes,
Tetracanthagyna,plagiata,Malaysia,2.7747,113.2138,Yes,
Tetracanthagyna,plagiata,Malaysia,2.9167,113.0919,Yes,
Tetracanthagyna,plagiata,Malaysia,2.9391,113.1185,Yes,
Tetracanthagyna,plagiata,Malaysia,3.36484,103.11054,Yes,
Tetracanthagyna,plagiata,Malaysia,3.6181,101.3609,Yes,
Tetracanthagyna,plagiata,Malaysia,3.9,102.467,Yes,
Tetracanthagyna,plagiata,Malaysia,4.04245,114.81373,Yes,
Tetracanthagyna,plagiata,Malaysia,4.05062,114.8148,Yes,
Tetracanthagyna,plagiata,Malaysia,4.1982,114.043,Yes,
Tetracanthagyna,plagiata,Malaysia,4.8991,102.0747,Yes,
Tetracanthagyna,plagiata,Singapore,1.3395,103.8096,Yes,
Tetracanthagyna,plagiata,Singapore,1.378,103.809,Yes,
Tetracanthagyna,plagiata,Singapore,1.38156,103.80509,Yes,
Tetracanthagyna,plagiata,Singapore,1.38714,103.8071,Yes,
Tetracanthagyna,plagiata,Singapore,1.39151,103.80965,Yes,
Tetracanthagyna,waterhousei,Indonesia,-0.46721,100.40226,Yes,
Tetrathemis,flavescens,Indonesia,-2.891752,107.445984,Yes,
Tetrathemis,flavescens,Indonesia,-2.83333,107.91667,Yes,
Tetrathemis,flavescens,Indonesia,-2.648,107.702,Yes,
Tetrathemis,flavescens,Indonesia,-1.14,116.837,Yes,
Tetrathemis,flavescens,Indonesia,-1.102,116.836,Yes,
Tetrathemis,flavescens,Indonesia,-1.095,116.808,Yes,
Tetrathemis,flavescens,Indonesia,-0.95,116.35,Yes,
Tetrathemis,flavescens,Indonesia,3.575,98.2856,Yes,
Tetrathemis,flavescens,Malaysia,1.461,110.453,Yes,
Tetrathemis,flavescens,Malaysia,1.5287,110.3091,Yes,
Tetrathemis,flavescens,Malaysia,1.52904,110.36134,Yes,
Tetrathemis,flavescens,Malaysia,1.672042,109.852961,Yes,
Tetrathemis,flavescens,Malaysia,2.653,113.0511,Yes,
Tetrathemis,flavescens,Malaysia,2.7747,113.2138,Yes,
Tetrathemis,flavescens,Malaysia,4.05288,114.84201,Yes,
Tetrathemis,hyalina,Brunei,4.15583,114.71555,Yes,
Tetrathemis,hyalina,Brunei,4.5667,115.1333,Yes,
Tetrathemis,hyalina,Brunei,4.75,115.1833,Yes,
Tetrathemis,hyalina,Indonesia,-10.22684,120.54744,Yes,
Tetrathemis,hyalina,Indonesia,-10.146,120.4988,Yes,
Tetrathemis,hyalina,Indonesia,-10.0556,120.4671,Yes,
Tetrathemis,hyalina,Indonesia,-10.0432,120.3622,Yes,
Tetrathemis,hyalina,Indonesia,-10.004,120.498,Yes,
Tetrathemis,hyalina,Indonesia,-9.963609,120.634924,Yes,
Tetrathemis,hyalina,Indonesia,-9.88246,120.66506,Yes,
Tetrathemis,hyalina,Indonesia,-9.75,119.89,Yes,
Tetrathemis,hyalina,Indonesia,-9.675,120.315,Yes,
Tetrathemis,hyalina,Indonesia,-9.657,120.264,Yes,
Tetrathemis,hyalina,Indonesia,-9.6539,119.8215,Yes,
Tetrathemis,hyalina,Indonesia,-9.644,119.682,Yes,
Tetrathemis,hyalina,Indonesia,-9.6071,119.4155,Yes,
Tetrathemis,hyalina,Indonesia,-9.5652,119.191,Yes,
Tetrathemis,hyalina,Indonesia,-8.821,121.063,Yes,
Tetrathemis,hyalina,Indonesia,-8.7,119.933,Yes,
Tetrathemis,hyalina,Indonesia,-8.646,120.341,Yes,
Tetrathemis,hyalina,Indonesia,-8.591,119.851,Yes,
Tetrathemis,hyalina,Indonesia,-8.542,115.27,Yes,
Tetrathemis,hyalina,Indonesia,-8.529,115.418,Yes,
Tetrathemis,hyalina,Indonesia,-8.496,119.888,Yes,
Tetrathemis,hyalina,Indonesia,-8.35003,115.19345,Yes,
Tetrathemis,hyalina,Indonesia,-8.181,114.437,Yes,
Tetrathemis,hyalina,Indonesia,-7.983,113.267,Yes,
Tetrathemis,hyalina,Indonesia,-7.625,108.949,Yes,
Tetrathemis,hyalina,Indonesia,-7.624,109.019,Yes,
Tetrathemis,hyalina,Indonesia,-6.9482,106.4498,Yes,
Tetrathemis,hyalina,Indonesia,-6.80053,105.29683,Yes,
Tetrathemis,hyalina,Indonesia,-6.76375,105.26447,Yes,
Tetrathemis,hyalina,Indonesia,-6.587,105.207,Yes,
Tetrathemis,hyalina,Indonesia,-6.162,105.984,Yes,
Tetrathemis,hyalina,Indonesia,-5.49415,104.62201,Yes,
Tetrathemis,hyalina,Indonesia,-5.458,104.71179,Yes,
Tetrathemis,hyalina,Indonesia,-5.4456,105.26107,Yes,
Tetrathemis,hyalina,Indonesia,-1.102,116.836,Yes,
Tetrathemis,hyalina,Indonesia,-1.097,116.822,Yes,
Tetrathemis,hyalina,Indonesia,0.2424,116.3192,Yes,
Tetrathemis,hyalina,Indonesia,0.541,116.2049,Yes,
Tetrathemis,hyalina,Indonesia,3.575,98.2856,Yes,
Tetrathemis,hyalina,Malaysia,0.9054,110.5389,Yes,
Tetrathemis,hyalina,Malaysia,1.0528,111.6904,Yes,
Tetrathemis,hyalina,Malaysia,1.0587,111.6924,Yes,
Tetrathemis,hyalina,Malaysia,1.0776,110.4763,Yes,
Tetrathemis,hyalina,Malaysia,1.1418,110.4384,Yes,
Tetrathemis,hyalina,Malaysia,1.2816,110.095,Yes,
Tetrathemis,hyalina,Malaysia,1.3059,110.2938,Yes,
Tetrathemis,hyalina,Malaysia,1.3483,110.1454,Yes,
Tetrathemis,hyalina,Malaysia,1.3903,111.9851,Yes,
Tetrathemis,hyalina,Malaysia,1.4096,110.4046,Yes,
Tetrathemis,hyalina,Malaysia,1.461,110.453,Yes,
Tetrathemis,hyalina,Malaysia,1.4829,110.2726,Yes,
Tetrathemis,hyalina,Malaysia,1.4829,110.2773,Yes,
Tetrathemis,hyalina,Malaysia,1.575969,110.255005,Yes,
Tetrathemis,hyalina,Malaysia,1.7023,112.1018,Yes,
Tetrathemis,hyalina,Malaysia,1.7103,112.0754,Yes,
Tetrathemis,hyalina,Malaysia,1.726683,109.72607,Yes,
Tetrathemis,hyalina,Malaysia,1.867,103.183,Yes,
Tetrathemis,hyalina,Malaysia,1.989,114.693,Yes,
Tetrathemis,hyalina,Malaysia,2.2781,102.3012,Yes,
Tetrathemis,hyalina,Malaysia,2.29768,113.69733,Yes,
Tetrathemis,hyalina,Malaysia,2.438915,103.272858,Yes,
Tetrathemis,hyalina,Malaysia,2.649,102.123,Yes,
Tetrathemis,hyalina,Malaysia,2.653,113.0511,Yes,
Tetrathemis,hyalina,Malaysia,2.6803,113.0755,Yes,
Tetrathemis,hyalina,Malaysia,2.7171,113.3463,Yes,
Tetrathemis,hyalina,Malaysia,2.7747,113.2138,Yes,
Tetrathemis,hyalina,Malaysia,2.89089,102.2205,Yes,
Tetrathemis,hyalina,Malaysia,2.9167,113.0919,Yes,
Tetrathemis,hyalina,Malaysia,2.9182,113.1161,Yes,
Tetrathemis,hyalina,Malaysia,2.92227,101.7832,Yes,
Tetrathemis,hyalina,Malaysia,2.9284,113.1012,Yes,
Tetrathemis,hyalina,Malaysia,2.9327,113.1336,Yes,
Tetrathemis,hyalina,Malaysia,2.9391,113.1185,Yes,
Tetrathemis,hyalina,Malaysia,2.9854,115.0619,Yes,
Tetrathemis,hyalina,Malaysia,2.9915,114.9026,Yes,
Tetrathemis,hyalina,Malaysia,2.9966,113.0128,Yes,
Tetrathemis,hyalina,Malaysia,3.0151,114.9097,Yes,
Tetrathemis,hyalina,Malaysia,3.055,102.325,Yes,
Tetrathemis,hyalina,Malaysia,3.055,102.629,Yes,
Tetrathemis,hyalina,Malaysia,3.138889,102.03306,Yes,
Tetrathemis,hyalina,Malaysia,3.16664,101.58079,Yes,
Tetrathemis,hyalina,Malaysia,3.186389,101.98389,Yes,
Tetrathemis,hyalina,Malaysia,3.2,115.3833,Yes,
Tetrathemis,hyalina,Malaysia,3.434,102.919,Yes,
Tetrathemis,hyalina,Malaysia,3.5692,114.3593,Yes,
Tetrathemis,hyalina,Malaysia,3.5717,114.3634,Yes,
Tetrathemis,hyalina,Malaysia,3.6311,114.4393,Yes,
Tetrathemis,hyalina,Malaysia,3.714,101.735,Yes,
Tetrathemis,hyalina,Malaysia,3.71608,102.176,Yes,
Tetrathemis,hyalina,Malaysia,3.735,114.2154,Yes,
Tetrathemis,hyalina,Malaysia,3.7528,114.2456,Yes,
Tetrathemis,hyalina,Malaysia,3.7907,114.2395,Yes,
Tetrathemis,hyalina,Malaysia,3.799,113.7817,Yes,
Tetrathemis,hyalina,Malaysia,3.8223,115.0369,Yes,
Tetrathemis,hyalina,Malaysia,3.9319,115.0682,Yes,
Tetrathemis,hyalina,Malaysia,4.03025,114.83285,Yes,
Tetrathemis,hyalina,Malaysia,4.0329,114.7977,Yes,
Tetrathemis,hyalina,Malaysia,4.04245,114.81373,Yes,
Tetrathemis,hyalina,Malaysia,4.04487,114.82462,Yes,
Tetrathemis,hyalina,Malaysia,4.05062,114.8148,Yes,
Tetrathemis,hyalina,Malaysia,4.05288,114.84201,Yes,
Tetrathemis,hyalina,Malaysia,4.059,114.861,Yes,
Tetrathemis,hyalina,Malaysia,4.13613,114.88447,Yes,
Tetrathemis,hyalina,Malaysia,4.1853,114.3928,Yes,
Tetrathemis,hyalina,Malaysia,4.1982,114.043,Yes,
Tetrathemis,hyalina,Malaysia,4.2018,114.0453,Yes,
Tetrathemis,hyalina,Malaysia,4.2362,113.9855,Yes,
Tetrathemis,hyalina,Malaysia,4.566,102.58189,Yes,
Tetrathemis,hyalina,Malaysia,4.72,101.6561,Yes,
Tetrathemis,hyalina,Malaysia,4.7475,101.7539,Yes,
Tetrathemis,hyalina,Malaysia,4.7592,115.0067,Yes,
Tetrathemis,hyalina,Malaysia,4.84575,102.72119,Yes,
Tetrathemis,hyalina,Malaysia,4.91667,117.66667,Yes,
Tetrathemis,hyalina,Malaysia,4.95,101.1,Yes,
Tetrathemis,hyalina,Malaysia,4.999,102.955,Yes,
Tetrathemis,hyalina,Malaysia,5.07786,117.05758,Yes,
Tetrathemis,hyalina,Malaysia,5.09,100.7783,Yes,
Tetrathemis,hyalina,Malaysia,5.09138,117.03646,Yes,
Tetrathemis,hyalina,Malaysia,5.3981,101.9509,Yes,
Tetrathemis,hyalina,Malaysia,5.49817,118.280911,Yes,
Tetrathemis,hyalina,Malaysia,5.591,102.612,Yes,
Tetrathemis,hyalina,Malaysia,5.7182,102.2644,Yes,
Tetrathemis,hyalina,Malaysia,5.7296,101.4494,Yes,
Tetrathemis,hyalina,Malaysia,5.75212,102.37433,Yes,
Tetrathemis,hyalina,Malaysia,5.774,117.853,Yes,
Tetrathemis,hyalina,Malaysia,6.36393,99.78832,Yes,
Tetrathemis,hyalina,Malaysia,6.38222,99.67333,Yes,
Tetrathemis,hyalina,Malaysia,6.66042,100.22799,Yes,
Tetrathemis,hyalina,Malaysia,6.69535,100.19149,Yes,
Tetrathemis,hyalina,Malaysia,6.69944,100.19772,Yes,
Tetrathemis,hyalina,Malaysia,7.24127,117.15187,Yes,
Tetrathemis,hyalina,Singapore,1.378,103.809,Yes,
Tetrathemis,hyalina,Singapore,1.39151,103.80965,Yes,
Tetrathemis,irregularis,Indonesia,-6.192,134.551,Yes,
Tetrathemis,irregularis,Indonesia,-5.76134,134.22665,Yes,
Tetrathemis,irregularis,Indonesia,-5.28184,138.2703,Yes,
Tetrathemis,irregularis,Indonesia,-3.52131,139.13811,Yes,
Tetrathemis,irregularis,Indonesia,-3.4753,139.17885,Yes,
Tetrathemis,irregularis,Indonesia,-1.12231,136.3235,Yes,
Tetrathemis,irregularis,Indonesia,-2.11142,134.34535,Yes,
Tetrathemis,irregularis,Papua New Guinea,-5.614,151.408,Yes,
Tetrathemis,irregularis,Indonesia,-2.91049,140.68573,Yes,
Tetrathemis,irregularis,Indonesia,-2.882,140.938,Yes,
Tetrathemis,irregularis,Indonesia,-2.68257,140.89497,Yes,
Tetrathemis,irregularis,Indonesia,-2.534,140.718,Yes,
Tetrathemis,irregularis,Papua New Guinea,-3.38549,142.26533,Yes,
Tetrathemis,irregularis,Indonesia,-6.742,139.226,Yes,
Tetrathemis,irregularis,Indonesia,-2.58208,140.65078,Yes,
Tetrathemis,irregularis,Indonesia,-2.11142,134.34535,Yes,
Tetrathemis,irregularis,Indonesia,-1.76332,136.17887,Yes,
Tetrathemis,irregularis,Indonesia,-1.7054,136.44722,Yes,
Tetrathemis,irregularis,Indonesia,-0.8028,135.69115,Yes,
Tetrathemis,irregularis,Papua New Guinea,-5.53631,150.06539,Yes,
Tetrathemis,leptoptera,Indonesia,-5.698,132.968,Yes,
Tetrathemis,leptoptera,Indonesia,-5.14,119.422,Yes,
Tetrathemis,leptoptera,Indonesia,-4.55502,137.24252,Yes,
Tetrathemis,leptoptera,Indonesia,-3.638056,128.117222,Yes,
Tetrathemis,leptoptera,Indonesia,-3.55872,128.65638,Yes,
Tetrathemis,leptoptera,Indonesia,-3.46057,126.63348,Yes,
Tetrathemis,leptoptera,Indonesia,-1.86919,125.84377,Yes,
Tetrathemis,leptoptera,Indonesia,-1.5,127.75,Yes,
Tetrathemis,leptoptera,Indonesia,-0.672,119.74,Yes,
Tetrathemis,leptoptera,Indonesia,-0.6327,127.555287,Yes,
Tetrathemis,leptoptera,Indonesia,1.039,120.817,Yes,
Tetrathemis,leptoptera,Indonesia,1.482,124.849,Yes,
Tetrathemis,platyptera,Indonesia,-1.365,98.922,Yes,
Tetrathemis,platyptera,Malaysia,1.84832,102.96045,Yes,
Tetrathemis,platyptera,Malaysia,2.44395,103.23906,Yes,
Tetrathemis,platyptera,Malaysia,2.649,102.123,Yes,
Tetrathemis,platyptera,Malaysia,2.89089,102.2205,Yes,
Tetrathemis,platyptera,Malaysia,2.91398,102.2504,Yes,
Tetrathemis,platyptera,Malaysia,3.138889,102.03306,Yes,
Tetrathemis,platyptera,Malaysia,3.15022,101.91209,Yes,
Tetrathemis,platyptera,Malaysia,3.186389,101.98389,Yes,
Tetrathemis,platyptera,Malaysia,3.1947,101.9879,Yes,
Tetrathemis,platyptera,Malaysia,4.39755,102.4307,Yes,
Tetrathemis,platyptera,Malaysia,4.413,101.505,Yes,
Tetrathemis,platyptera,Malaysia,4.518,101.515,Yes,
Tetrathemis,platyptera,Malaysia,4.566,102.58189,Yes,
Tetrathemis,platyptera,Malaysia,4.6325,101.4047,Yes,
Tetrathemis,platyptera,Malaysia,4.6736,101.4903,Yes,
Tetrathemis,platyptera,Malaysia,4.72,101.6561,Yes,
Tetrathemis,platyptera,Malaysia,4.8081,101.435,Yes,
Tetrathemis,platyptera,Malaysia,4.95,101.1,Yes,
Tetrathemis,platyptera,Malaysia,4.969,102.838,Yes,
Tetrathemis,platyptera,Malaysia,4.999,102.955,Yes,
Tetrathemis,platyptera,Malaysia,5.1505,101.9107,Yes,
Tetrathemis,platyptera,Malaysia,5.2128,101.62097,Yes,
Tetrathemis,platyptera,Malaysia,5.2633,101.0633,Yes,
Tetrathemis,platyptera,Malaysia,5.3011,101.9319,Yes,
Tetrathemis,platyptera,Malaysia,5.3399,101.965,Yes,
Tetrathemis,platyptera,Malaysia,5.383,101.5,Yes,
Tetrathemis,platyptera,Malaysia,5.3981,101.9509,Yes,
Tetrathemis,platyptera,Malaysia,5.7182,102.2644,Yes,
Tetrathemis,platyptera,Malaysia,5.7296,101.4494,Yes,
Tetrathemis,platyptera,Malaysia,6.64783,100.1791,Yes,
Tetrathemis,platyptera,Malaysia,6.66042,100.22799,Yes,
Tetrathemis,platyptera,Malaysia,6.69535,100.19149,Yes,
Thaumatagrion,funereum,Indonesia,-2.61355,140.68483,Yes,
Thaumatagrion,funereum,Indonesia,-2.534,140.718,Yes,
Tholymis,tillarga,Brunei,4.25745,114.66154,Yes,
Tholymis,tillarga,Brunei,4.5667,115.1333,Yes,
Tholymis,tillarga,Brunei,4.5833,114.3,Yes,
Tholymis,tillarga,Brunei,4.5833,114.4167,Yes,
Tholymis,tillarga,Brunei,4.6167,114.4333,Yes,
Tholymis,tillarga,Brunei,4.7,115.0667,Yes,
Tholymis,tillarga,Brunei,4.7167,114.7833,Yes,
Tholymis,tillarga,Brunei,4.75,115.1833,Yes,
Tholymis,tillarga,Brunei,4.9167,114.8667,Yes,
Tholymis,tillarga,Brunei,4.94,114.948,Yes,
Tholymis,tillarga,Brunei,4.95,114.95,Yes,
Tholymis,tillarga,Brunei,4.9667,114.8667,Yes,
Tholymis,tillarga,Brunei,5,115.0333,Yes,
Tholymis,tillarga,Brunei,5.0333,115.05,Yes,
Tholymis,tillarga,Indonesia,-10.752,123.106,Yes,
Tholymis,tillarga,Indonesia,-9.963609,120.634924,Yes,
Tholymis,tillarga,Indonesia,-9.88246,120.66506,Yes,
Tholymis,tillarga,Indonesia,-9.71355,119.352854,Yes,
Tholymis,tillarga,Indonesia,-9.675,120.315,Yes,
Tholymis,tillarga,Indonesia,-8.843,121.662,Yes,
Tholymis,tillarga,Indonesia,-8.723,115.172,Yes,
Tholymis,tillarga,Indonesia,-8.683,115.177,Yes,
Tholymis,tillarga,Indonesia,-8.66075,140.840667,Yes,
Tholymis,tillarga,Indonesia,-8.65528,115.26667,Yes,
Tholymis,tillarga,Indonesia,-8.591,119.851,Yes,
Tholymis,tillarga,Indonesia,-8.58698,116.11499,Yes,
Tholymis,tillarga,Indonesia,-8.565,116.351,Yes,
Tholymis,tillarga,Indonesia,-8.533,115.4,Yes,
Tholymis,tillarga,Indonesia,-8.49734,140.3943,Yes,
Tholymis,tillarga,Indonesia,-8.35003,115.19345,Yes,
Tholymis,tillarga,Indonesia,-8.2827,140.3652,Yes,
Tholymis,tillarga,Indonesia,-8.25345,140.767,Yes,
Tholymis,tillarga,Indonesia,-7.951,112.67,Yes,
Tholymis,tillarga,Indonesia,-6.873572,115.352288,Yes,
Tholymis,tillarga,Indonesia,-6.8415,105.45306,Yes,
Tholymis,tillarga,Indonesia,-6.77,107.6,Yes,
Tholymis,tillarga,Indonesia,-6.587,105.207,Yes,
Tholymis,tillarga,Indonesia,-6.192,134.551,Yes,
Tholymis,tillarga,Indonesia,-5.945,105.489,Yes,
Tholymis,tillarga,Indonesia,-5.81917,110.459,Yes,
Tholymis,tillarga,Indonesia,-5.766667,112.666667,Yes,
Tholymis,tillarga,Indonesia,-5.401289,102.245086,Yes,
Tholymis,tillarga,Indonesia,-5.35262,102.27431,Yes,
Tholymis,tillarga,Indonesia,-5.01594,119.68285,Yes,
Tholymis,tillarga,Indonesia,-4.83855,119.59689,Yes,
Tholymis,tillarga,Indonesia,-3.77691,126.51276,Yes,
Tholymis,tillarga,Indonesia,-3.66552,133.76364,Yes,
Tholymis,tillarga,Indonesia,-3.638056,128.117222,Yes,
Tholymis,tillarga,Indonesia,-3.55872,128.65638,Yes,
Tholymis,tillarga,Indonesia,-3.46057,126.63348,Yes,
Tholymis,tillarga,Indonesia,-3.20903,107.53944,Yes,
Tholymis,tillarga,Indonesia,-3.109491,107.85503,Yes,
Tholymis,tillarga,Indonesia,-3.108404,107.852896,Yes,
Tholymis,tillarga,Indonesia,-3.062,128.195,Yes,
Tholymis,tillarga,Indonesia,-2.972833,107.528873,Yes,
Tholymis,tillarga,Indonesia,-2.968,108.147,Yes,
Tholymis,tillarga,Indonesia,-2.938678,107.521299,Yes,
Tholymis,tillarga,Indonesia,-2.891752,107.445984,Yes,
Tholymis,tillarga,Indonesia,-2.891117,107.472727,Yes,
Tholymis,tillarga,Indonesia,-2.850744,107.40135,Yes,
Tholymis,tillarga,Indonesia,-2.847304,107.404274,Yes,
Tholymis,tillarga,Indonesia,-2.83333,107.91667,Yes,
Tholymis,tillarga,Indonesia,-2.780886,107.629504,Yes,
Tholymis,tillarga,Indonesia,-2.772369,107.62137,Yes,
Tholymis,tillarga,Indonesia,-2.768966,107.62724,Yes,
Tholymis,tillarga,Indonesia,-2.547708,107.650718,Yes,
Tholymis,tillarga,Indonesia,-2.5315,112.9496,Yes,
Tholymis,tillarga,Indonesia,-1.86919,125.84377,Yes,
Tholymis,tillarga,Indonesia,-1.86793,136.25385,Yes,
Tholymis,tillarga,Indonesia,-1.145,116.837,Yes,
Tholymis,tillarga,Indonesia,-1.144,116.836,Yes,
Tholymis,tillarga,Indonesia,-1.05,116.95,Yes,
Tholymis,tillarga,Indonesia,-0.95,100.353056,Yes,
Tholymis,tillarga,Indonesia,-0.95,116.35,Yes,
Tholymis,tillarga,Indonesia,-0.914444,100.4625,Yes,
Tholymis,tillarga,Indonesia,-0.892,119.871,Yes,
Tholymis,tillarga,Indonesia,-0.7046,102.511,Yes,
Tholymis,tillarga,Indonesia,-0.672,119.74,Yes,
Tholymis,tillarga,Indonesia,-0.6327,127.555287,Yes,
Tholymis,tillarga,Indonesia,-0.5371,100.80485,Yes,
Tholymis,tillarga,Indonesia,-0.46667,100.76667,Yes,
Tholymis,tillarga,Indonesia,-0.30907,100.37055,Yes,
Tholymis,tillarga,Indonesia,-0.187814,101.63694,Yes,
Tholymis,tillarga,Indonesia,0.48367,101.38952,Yes,
Tholymis,tillarga,Indonesia,0.71111,103.71806,Yes,
Tholymis,tillarga,Indonesia,0.80461,127.34133,Yes,
Tholymis,tillarga,Indonesia,0.92516,101.21198,Yes,
Tholymis,tillarga,Indonesia,0.96919,101.26227,Yes,
Tholymis,tillarga,Indonesia,1.05,116.95,Yes,
Tholymis,tillarga,Indonesia,2.30901,128.45615,Yes,
Tholymis,tillarga,Indonesia,2.4004,96.475,Yes,
Tholymis,tillarga,Indonesia,2.4803,96.3801,Yes,
Tholymis,tillarga,Indonesia,2.583333,96.083333,Yes,
Tholymis,tillarga,Indonesia,2.583333,98.816667,Yes,
Tholymis,tillarga,Indonesia,3.55733,98.6535,Yes,
Tholymis,tillarga,Indonesia,3.55856,98.65954,Yes,
Tholymis,tillarga,Indonesia,3.5598,98.6567,Yes,
Tholymis,tillarga,Indonesia,3.56009,98.66002,Yes,
Tholymis,tillarga,Indonesia,3.56106,98.65504,Yes,
Tholymis,tillarga,Indonesia,3.56123,98.64997,Yes,
Tholymis,tillarga,Indonesia,3.56426,98.65897,Yes,
Tholymis,tillarga,Indonesia,3.56435,98.65684,Yes,
Tholymis,tillarga,Indonesia,3.56576,98.65444,Yes,
Tholymis,tillarga,Indonesia,3.575,98.2856,Yes,
Tholymis,tillarga,Indonesia,3.6001,98.4854,Yes,
Tholymis,tillarga,Malaysia,1.0528,111.6904,Yes,
Tholymis,tillarga,Malaysia,1.1418,110.4384,Yes,
Tholymis,tillarga,Malaysia,1.383,110.167,Yes,
Tholymis,tillarga,Malaysia,1.4829,110.2726,Yes,
Tholymis,tillarga,Malaysia,1.5055,110.1953,Yes,
Tholymis,tillarga,Malaysia,1.5065,110.2992,Yes,
Tholymis,tillarga,Malaysia,1.52904,110.36134,Yes,
Tholymis,tillarga,Malaysia,1.52949,110.34138,Yes,
Tholymis,tillarga,Malaysia,1.5736,110.27875,Yes,
Tholymis,tillarga,Malaysia,1.708,110.451,Yes,
Tholymis,tillarga,Malaysia,1.867,103.183,Yes,
Tholymis,tillarga,Malaysia,2.431,103.841,Yes,
Tholymis,tillarga,Malaysia,2.438915,103.272858,Yes,
Tholymis,tillarga,Malaysia,2.7245,113.3492,Yes,
Tholymis,tillarga,Malaysia,2.73,102.249,Yes,
Tholymis,tillarga,Malaysia,2.77905,104.16992,Yes,
Tholymis,tillarga,Malaysia,2.8253,101.355,Yes,
Tholymis,tillarga,Malaysia,2.8347,113.7464,Yes,
Tholymis,tillarga,Malaysia,2.85708,101.61727,Yes,
Tholymis,tillarga,Malaysia,2.8575,101.4089,Yes,
Tholymis,tillarga,Malaysia,2.85842,101.61138,Yes,
Tholymis,tillarga,Malaysia,2.8783,101.3764,Yes,
Tholymis,tillarga,Malaysia,2.92227,101.7832,Yes,
Tholymis,tillarga,Malaysia,2.9391,113.1185,Yes,
Tholymis,tillarga,Malaysia,3.055,102.629,Yes,
Tholymis,tillarga,Malaysia,3.13333,101.68333,Yes,
Tholymis,tillarga,Malaysia,3.15278,101.7025,Yes,
Tholymis,tillarga,Malaysia,3.157917,102.00222,Yes,
Tholymis,tillarga,Malaysia,3.1667,101.7833,Yes,
Tholymis,tillarga,Malaysia,3.339,101.24481,Yes,
Tholymis,tillarga,Malaysia,3.3473,113.1556,Yes,
